Generic Name,BDDCS Class,Maximum Strength Dose Value,Maximum Strength Dose Unit,Formulation,Route,Measured Solubility (mg/mL),Dose Number,% Excreted Unchanged in Urine,MW Drug,MW Sol,pDose,Measured LogS (molar),Measured LogP,Measured LogD74,ALOGPS 2.1 solubility,cDose Number (ALOGPS based),minVSLgS 3-7.5,cDose Number (minVSLgS based),CLogP,HBA,HBD,PSA,Ro5,PSDA
Cefonicid,3,20,mg/mL,solution,injection (i.v.),,,99,542.57,542.57,,,,,-2.79,,-1.71,,-1.92,11,4,215.48,2,2.52
Ceforanide,3,50,mg/mL,solution,injection (i.v.),,,84,519.56,519.56,,,,,-3.41,,0,,-3.36,10,4,201.94,1,2.57
Cefotaxime,3,40,mg/mL,solution,injection (i.v.),,,30,455.47,455.47,,,,-1.7,-3.52,,-0.31,,0.14,9,3,179.71,0,2.53
Cefotetan,3,50,mg/mL,solution,injection (i.v.),,,67,575.62,575.62,,,,-1.2,-3.04,,-2.04,,-1.54,11,4,229,2,2.51
Cefotiam,3,167,mg/mL,solution,injection (i.v.),,,80,525.63,525.63,,,,,-2.64,,-0.79,,-3.58,10,3,172.22,1,3.05
Cefoxitin,3,50,mg/mL,solution,injection (i.v.),1000,,85,427.46,427.46,,0.37,-0.02,-1.89,-3.32,,-1.42,,-0.81,6,3,156.95,0,2.72
Ceftazidime,3,20,mg/mL,solution,injection (i.v.),5,,85,546.58,546.58,,-2.04,-1.6,-3.8,-5.03,,-0.46,,-3.75,10,3,194.05,1,2.82
Ceftizoxime,3,40,mg/mL,solution,injection (i.v.),,,93,383.41,383.41,,,,,-3.2,,0.41,,0.34,8,3,152.65,0,2.51
Ceftriaxone,3,40,mg/mL,solution,injection (i.v.),400,,46,554.59,554.59,,-0.14,,-4.3,-3.72,,0.31,,0.02,12,4,216.88,2,2.56
Cefuroxime,3,50,mg,tablets,oral,200,0.001,96,424.39,424.39,3.93,-0.33,-0.16,-1.91,-3.18,0.7,-1.76,0.03,0.23,7,3,179.19,0,2.37
Celiprolol,3,200,mg,tablets,oral,151,0.005,20,379.5,379.5,3.28,-0.4,1.92,1.14,-3.35,4.7,-1.73,0.1,1.86,5,3,98.23,0,3.86
Cephalexin,3,750,mg,capsules,oral,12,0.3,91,347.4,347.4,2.67,-1.46,-0.67,-2.4,-3.08,10,-0.28,0.02,-1.84,5,3,121.09,0,2.87
Cephradine,3,500,mg,capsules,oral,26,0.08,86,349.41,349.41,2.84,-1.13,-1.75,-2.1,-2.66,2.6,-0.07,0.007,-1.73,5,3,121.09,0,2.89
Cetirizine,3,10,mg,tablets,oral,0.101,0.4,50,388.9,388.9,4.59,-3.59,1.7,-0.31,-3.78,0.6,-1.42,0.003,2.08,5,1,51.97,0,7.48
Chloroquine,3,500,mg,tablets,oral,100,0.02,61,319.88,319.88,2.81,-0.5,4.63,1.54,-4.28,119,-1.17,0.09,5.06,3,1,25.69,1,12.45
Cidofovir,3,75,mg/mL,solution,injection (i.v.),170,,90,279.19,279.19,,-0.22,,,-1.35,,2.99,,-2.39,8,4,152.23,0,1.83
Cilastatin,3,250,mg/mL,solution,injection (i.v.),25,,70,358.46,358.46,,-1.16,,-1.1,-3.56,,0.77,,0.47,6,4,142.48,0,2.52
Cilazaprilat,3,3,mg,tablets,oral,,,91,389.46,389.46,5.18,,,,-2.14,,1.01,,1.5,7,3,120.13,0,3.24
Cimetidine,3,800,mg,tablets,oral,6.2,0.5,62,252.34,252.34,2.5,-1.61,0.4,0.33,-2.46,3.7,-1.91,1,0.19,5,3,81.67,0,3.09
Clarithromycin,3,500,mg,tablets,oral,2,1,35,747.97,747.97,3.17,-2.57,3.16,,-3.52,8.9,-4,27,2.37,13,4,189.5,2,3.95
Clavulanic Acid,3,125,mg,tablets,oral,,,43,199.16,199.16,3.2,,,,0.22,0.002,0.31,0.001,-1.07,5,2,91.63,0,2.17
Clofarabine,3,1,mg/mL,solution,injection (i.v.),1,,55,303.68,303.68,,-2.48,,,-1.79,,-1.97,,-0.46,7,3,112.88,0,2.69
Clonidine,3,0,mg,tablets,oral,,,62,230.1,230.1,5.88,,1.43,0.83,-2.68,0.002,-1.46,0.0002,1.73,3,2,38.46,0,5.98
Cromolyn,3,5,mg/inhalation,solution,topical (nasal),210,0.0001,50,468.38,468.38,4.97,-0.35,1.92,-4.8,-4.11,,-2.33,,1.48,11,3,177.81,1,2.63
Cycloserine,3,250,mg,capsules,oral,100,0.01,65,102.09,102.09,2.61,-0.01,,,0.89,0.001,1.25,0.0006,-1.19,3,2,72.82,0,1.4
Dabigatran,3,,active metabolite,,,,,85,471.52,471.52,,,,,-3.68,,-2.28,,0.06,8,4,146.28,0,3.22
Dacarbazine,3,10,mg/mL,solution,injection (i.v.),4.2,,39,182.19,182.19,,-1.64,-0.24,-0.24,-2.13,,-1.56,,0.48,5,2,97.62,0,1.87
Dactinomycin (Actinomycin D),3,1,mg/mL,solution,injection (i.v.),0.5,,10,1255.45,1255.45,,-3.4,,,-5.19,,-6.89,,8.01,18,5,368.53,3,3.41
Dalfampridine,3,10,mg,tablets,oral,,,90.3,94.12,94.12,3.97,,0.26,,0.46,0.0001,1.51,0.00001,0.32,2,1,37.91,0,2.48
Daptomycin,3,50,mg/mL,solution,injection (i.v.),1000,,40.5,1620.71,1620.71,,-0.21,,,-4.92,,-7.54,,-2.43,27,22,774.05,3,2.09
Demeclocycline,3,300,mg,tablets,oral,1.5,0.8,47,464.86,464.86,3.19,-2.49,-0.6,,-2.94,2.2,0.39,0.001,-0.59,9,6,197.07,1,2.36
Desmopressin,3,0,mg,tablets,oral,,,47,1069.24,1069.24,6.73,,,,-4,0.007,-2.48,0.0002,-3.14,15,14,476.51,3,2.24
Desvenlafaxine,3,100,mg,tablets,oral,572,0.0007,45,263.38,263.38,3.42,0.34,,0.21,-3.06,1.7,-1.28,0.03,2.68,3,2,34.13,0,7.72
Dibekacin; Dideoxykanamycin B,3,50,mg/mL,solution,injection (i.m.),,,81,451.52,451.52,,,,,-1.13,,1.7,,-3.41,13,9,265.26,2,1.7
Dicloxacillin,3,500,mg,capsules,oral,,,60,470.33,470.33,2.97,,2.91,,-4.21,69,-3.36,9.8,2.98,5,2,116.46,0,4.04
Didanosine,3,25,mg,tablets,oral,27.3,0.004,55,236.23,236.23,3.98,-0.94,-1.24,-1.24,-1.55,0.02,-1.62,0.02,-1.65,6,2,84.65,0,2.79
Digitoxin,3,0,mg,tablets,oral,0.01,0.04,30,764.96,764.96,6.88,-4.88,2.83,2.83,-4.42,0.01,-6.01,0.5,2.85,12,5,192.62,2,3.97
Digoxin,3,0,mg,tablets,oral,0.986,0.001,60,780.96,780.96,6.49,-2.9,1.26,1.26,-3.79,0.008,-6.3,2.5,1.42,13,6,215.17,3,3.63
Disopyramide,3,150,mg,capsules,oral,1,0.6,55,339.48,339.48,3.35,-2.53,2.58,-0.43,-3.89,14,-0.79,0.01,2.58,3,1,57.66,0,5.89
Dofetilide,3,1,mg,capsules,oral,,,64,441.57,441.57,5.95,,,,-4.35,0.1,-3.35,0.01,1.99,6,2,113.88,0,3.88
Dorzolamide Hydrochloride,3,0,mg/mL,solution,ophthalmic,3.9,,10,324.44,324.44,,-1.92,,,-2.67,,1.31,,-0.43,5,2,116.83,0,2.78
Doxycycline,3,40,mg,tablets,oral,,,41,444.45,444.45,4.05,,-0.02,-0.06,-2.85,0.3,0.52,0.0001,-0.51,9,6,197.07,1,2.26
Edetate Calcium Disodium,3,200,mg/mL,solution,injection (i.v.),91,,95,292.25,292.25,,-0.51,,,-1.51,,6.61,,-1.93,10,4,165.67,0,1.76
Emtricitabine,3,200,mg,capsules,oral,112,0.007,73,247.25,247.25,3.09,-0.34,-0.43,-0.43,-2.1,0.4,-1.31,0.07,-1.29,5,2,88.11,0,2.81
Enalaprilat,3,8,mg,tablets,oral,,,60,348.4,348.4,4.64,,-0.74,-0.28,-2.6,,0.21,,0.88,6,3,115.68,0,3.01
Entecavir,3,1,mg,tablets,oral,2.4,0.002,70,277.29,277.29,5.44,-2.06,,,-1.72,0.0008,-2.13,0.002,-2.58,6,4,126.09,0,2.2
Eptifibatide,3,2,mg/mL,solution,injection (i.v.),65,,50,831.98,831.98,,-1.11,,,-3.7,,-5.02,,-2.86,12,11,350.27,3,2.38
Erythromycin (Base),3,500,mg,tablets,oral,2.1,1,5,733.95,733.95,3.17,-2.54,3.06,,-3.18,4.1,-3.84,19,1.61,13,5,203.27,2,3.61
Erythromycin Lactobionate,3,50,mg/mL,solution,injection (i.v.),20,,5,1074.21,1074.21,,-1.73,,,-3.18,,-3.84,,1.61,13,5,203.27,2,5.28
Ethambutol,3,400,mg,tablets,oral,,,79,204.31,204.31,2.71,,,-2.79,-1.46,0.2,1.55,0.0002,0.12,4,4,74.26,0,2.75
Etidronic Acid,3,400,mg,tablets,oral,,,50,206.03,206.03,2.71,,,-8.86,-1.23,0.1,4.72,0.0000001,-2.54,7,5,150.8,0,1.37
Etoposide,3,50,mg,capsules,oral,0.22,0.9,38,588.57,588.57,4.07,-3.43,0.6,0.6,-2.78,0.2,-4.31,6.9,0.03,12,3,166.64,2,3.53
Exp-3174,3,,active metabolite,,,,,55,436.9,436.9,,,,,-5.05,,-1.5,,5.59,6,2,105.06,1,4.16
Famotidine,3,40,mg,tablets,oral,,,67,337.45,337.45,3.93,,-0.64,-1.5,-3.49,1.5,-1.64,0.02,-1.17,8,6,179.34,1,1.88
Ferrous Sulfate,3,182,mg,capsules,oral,570,0.001,,151.91,151.91,2.92,0.57,,,,,3.65,0.000001,-4.15,4,0,75.52,0,2.01
Fexofenadine; Terfenadine Carboxylate,3,180,mg,tablets,oral,,,25,501.67,501.67,3.45,,,2.68,-5.29,280,-3.08,1.7,1.96,5,3,87.12,1,5.76
Flecainide,3,150,mg,tablets,oral,48.4,0.01,43,414.35,414.35,3.44,-0.93,3.78,1.14,-4.12,19,-2.2,0.2,3.66,4,2,65.63,0,6.31
Fluconazole,3,200,mg,capsules,oral,1,0.8,75,306.28,306.28,3.19,-2.49,0.5,0.95,-2.33,0.6,-2.35,0.6,-0.44,5,1,70.48,0,4.35
Flucytosine,3,500,mg,capsules,oral,15,0.1,99,129.09,129.09,2.41,-0.93,,-1.97,-1.83,1,0.05,0.01,-1.64,3,2,70.15,0,1.84
Foscarnet,3,24,mg/mL,solution,injection (i.v.),,,82,126.01,126.01,,,,-2,-0.84,,3.43,,-2.17,5,3,104.95,0,1.2
Fosfomycin Tromethamine,3,3000,mg,tablets,oral,50,0.2,82,138.06,138.06,1.66,-0.44,,,-0.47,0.3,4.57,0.000002,-0.23,4,2,72.91,0,1.89
Gabapentin,3,800,mg,tablets,oral,10,0.3,100,171.24,171.24,2.33,-1.23,-1.1,-1.31,-1.6,0.7,1.75,0.0003,-0.66,3,2,68.8,0,2.49
Gallium Nitrate,3,25,mg/mL,solution,injection (i.v.),,,80,255.73,255.73,,,,,,,1.71,,1.43,9,0,199.71,0,1.28
Ganciclovir Sodium,3,500,mg,capsules,oral,6,0.3,91,255.24,277.21,2.71,-1.66,-1.66,-4.25,-1.34,0.2,-1.52,0.2,-2.73,8,4,134.88,0,1.89
Gentamicin C1 Sulfate,3,40,mg/mL,solution,injection (i.v.),50,,91,477.61,477.61,,-0.98,,-8.4,-1.58,,3.49,,-1.8,12,8,215.91,2,2.21
Gold Sodium Thiomalate,3,50,mg/mL,solution,injection (i.m.),,,70,368.09,368.09,,,,,-1.02,,1.9,,-3.3,4,1,81.66,0,4.51
Guanfacine Hydrochloride,3,2,mg,tablets,oral,1,0.008,50,246.1,246.1,5.09,-2.39,1.33,1.12,-3.25,0.06,-2.16,0.005,1.37,3,3,83.82,0,2.94
Hydrochlorothiazide,3,50,mg,tablets,oral,0.6,0.3,100,297.74,297.74,3.77,-2.7,-0.07,-0.07,-2.15,0.09,-1.75,0.04,-0.37,5,3,131.87,0,2.26
Hydrodolasetron,3,,active metabolite,,,,,53,326.4,326.4,,,,,-3.13,,-1.44,,1.9,3,2,64.77,0,5.04
Hydroflumethiazide,3,50,mg,tablets,oral,0.3,0.7,90,331.29,331.29,3.82,-3.04,0.36,0.36,-2.58,0.2,-1.88,0.05,-0.21,5,3,131.87,0,2.51
Hydroxyurea,3,1000,mg,tablets,oral,50,0.08,80,76.06,76.06,1.88,-0.18,-1.8,,0.52,0.02,1.19,0.003,-1.8,2,3,86.58,0,0.88
Hyoscyamine; L-Atropine,3,311,æg,tablets,oral,3.56,0.0003,57,289.38,289.38,5.97,-1.91,1.83,-0.44,-2.06,0.0005,-0.88,0.00003,1.3,3,1,50.8,0,5.7
Ibandronate,3,150,mg,tablets,oral,,,55,319.23,319.23,3.33,,,,-1.34,0.04,2.1,0.00001,-3.37,8,5,151.98,0,2.1
Imidaprilat,3,,active metabolite,,,,,9,377.4,377.4,,,,,-2.55,,0.46,,1.74,7,3,137.49,0,2.74
Iohexol,3,755,mg/mL,solution,injection (i.v.),,,95,821.15,821.15,,,,,-3.01,,-4.12,,0.66,9,8,220.19,2,3.73
Iopamidol,3,755,mg/mL,solution,injection (i.v.),,,96,777.09,777.09,,,,,-2.99,,-3.88,,0.86,8,8,211.03,2,3.68
Iopromide,3,769,mg/mL,solution,injection (i.v.),,,97,791.12,791.12,,,,,-3.34,,-3.9,,1.37,8,6,183.86,2,4.3
Ipratropium Bromide,3,17,æg,solution,topical (aerosol),,,50,332.47,332.47,6.9,,,,-5.49,,-2.28,,-2.19,2,1,49.62,0,6.7
Kanamycin A,3,333,mg/ml,solution,injection (i.v.),,,90,484.51,484.51,2.51,,,,-0.71,,3.84,,-5.17,15,11,304.97,2,1.59
Ketorolac,3,10,mg,tablets,oral,200,0.0002,58,255.28,255.28,4.41,-0.11,1.04,,-2.69,0.08,-2.37,0.04,1.62,3,1,59.67,0,4.28
Lacosamide; Erlosamide,3,50,mg,tablets,oral,2,0.1,40,250.3,250.3,3.7,-2.1,,,-2.73,0.4,-2.15,0.1,0.39,3,2,74.48,0,3.36
Lamivudine,3,300,mg,tablets,oral,70,0.02,67,229.26,229.26,2.88,-0.52,-0.93,,-1.91,0.4,-1.21,0.08,-1.46,5,2,88.11,0,2.6
Latamoxef; Moxalactam,3,100,mg/mL,solution,injection (i.v.),50,,76,520.48,520.48,,-1.02,-0.58,-3.45,-2.84,,-1.98,,-0.82,12,4,214.42,2,2.43
Leucovorin; Folinic Acid,3,25,mg,tablets,oral,500,0.0002,10,473.45,473.45,4.28,0.02,,-7.85,-3.2,0.3,-1.81,0.01,-3.49,12,7,232.35,2,2.04
Levalbuterol,3,45,mg/actuation,solution,topical (aerosol),180,0.000001,46,239.32,239.32,5.28,-0.12,,-1.11,-2.02,,0.45,,0.06,4,4,82.56,0,2.9
Levetiracetam,3,1000,mg,tablets,oral,1040,0.004,66,170.21,170.21,2.23,0.79,,,0.24,0.01,-1.18,0.4,-0.34,2,1,65.69,0,2.59
Levocetirizine,3,5,mg,tablets,oral,0.101,0.2,71,388.9,388.9,4.89,-3.59,1.7,-0.31,-3.78,0.3,-1.54,0.002,2.08,5,1,51.97,0,7.48
Levofloxacin,3,750,mg,tablets,oral,50,0.06,74,361.38,361.38,2.68,-0.86,-0.39,-0.4,-2.4,2.1,-0.45,0.02,-0.51,7,1,70.83,0,5.1
Lincomycin,3,300,mg/mL,solution,injection (i.v.),50,,30,406.55,406.55,,-0.91,0.56,,-1.14,,-2.27,,1.28,7,5,133.05,0,3.06
Lisinopril,3,40,mg,tablets,oral,97,0.002,94,405.5,405.5,4.01,-0.62,-1.22,-3.4,-3.27,0.7,1.85,0.000006,-1.69,7,4,143.65,0,2.82
Lithium Carbonate,3,600,mg,tablets,oral,13,0.2,95,73.89,73.89,2.09,-0.75,,,-0.65,0.1,0,0.03,-3.65,3,0,63.19,0,1.17
Lomefloxacin,3,400,mg,tablets,oral,1.64,1,65,351.36,351.36,2.94,-2.33,-0.3,-1.03,-3.52,15,-0.56,0.02,-0.11,6,2,75.12,0,4.68
Loperamide,3,2,mg,capsules,oral,1.4,0.006,0.5,477.05,477.05,5.38,-2.53,,4.22,-5.76,9.6,-4.57,0.6,4.66,3,1,43.18,0,11.05
Loracarbef,3,400,mg,capsules,oral,41,0.04,94,349.78,349.78,2.94,-0.93,,,-3.04,5,-0.36,0.01,-0.47,5,3,121.09,0,2.89
Memantine,3,10,mg,tablets,oral,,,71,179.31,179.31,4.25,,3.28,,-3.59,0.9,1.35,0.00001,3.03,1,1,27.97,0,6.41
Metformin,3,1000,mg,tablets,oral,,,99,129.17,129.17,2.11,,,-5.41,-1.97,2.9,4.13,0.000002,-1.63,5,4,89.74,0,1.44
Methazolamide,3,50,mg,tablets,oral,0.704,0.3,61,236.27,236.27,3.67,-2.53,0.13,,-2.12,0.1,-1.04,0.009,0.09,6,1,107.1,0,2.21
Methicillin,3,40,mg/mL,solution,injection (i.v.),300,,88,380.42,380.42,,-0.1,1.22,-2.41,-3.09,,-2.39,,1.78,6,2,111.33,0,3.42
Methotrexate,3,15,mg,tablets,oral,0.45,0.1,81,454.45,454.45,4.48,-3,-1.85,-2.52,-3.42,0.3,-0.03,0.0001,-0.53,12,5,211.69,1,2.15
Methyldopa,3,500,mg,tablets,oral,10,0.2,40,211.22,211.22,2.63,-1.32,0.39,-2.39,-1.97,0.9,1.34,0.0004,-2.26,5,4,114.54,0,1.84
Methylnaltrexone,3,20,mg/mL,solution,injection (s.c.),,,52.75,356.45,356.45,,,-1.12,-1.12,-3.86,,-1.7,,-2.64,4,2,72.81,0,4.9
Metoclopramide,3,10,mg,tablets,oral,0.2,0.2,20,299.8,299.8,4.48,-3.18,2.62,0.32,-2.98,0.1,-1.25,0.002,2.23,4,2,70.79,0,4.24
Metocurine Iodide,3,2,mg/mL,solution,injection (i.v.),3,,50,652.84,652.84,,-2.34,,,-8.08,,-5.31,,1.12,4,0,55.25,1,11.82
Miglitol,3,100,mg,tablets,oral,,,80,207.23,207.23,3.32,,-3.21,,0.47,0.0007,1.7,0.00004,-1.26,6,5,113.97,0,1.82
Miglustat,3,100,mg,capsules,oral,1000,0.0004,85,219.28,219.28,3.34,0.66,,,0.18,0.001,0.22,0.001,0.91,5,4,91.41,0,2.4
Milnacipran,3,100,mg,tablets,oral,,,55,246.36,246.36,3.39,,,,-2.6,0.6,1.46,0.00006,1.91,2,1,47.42,0,5.2
Milrinone,3,1,mg/mL,solution,injection (i.v.),1,,85,211.23,211.23,,-2.32,,0.68,-3,,-2.5,,-0.03,3,1,61.18,0,3.45
Mitoxantrone,3,2,mg/mL,solution,injection (i.v.),7.5,,7,444.49,444.49,,-1.77,,0.7,-2.78,,-0.6,,2.3,10,8,185.09,1,2.4
Morphine 6-Glucuronide,3,,active metabolite,,,1000,,90,461.47,461.47,,0.34,,-0.66,-1.7,,-0.23,,-3.1,10,5,159.24,0,2.9
Moxifloxacin Hydrochloride,3,400,mg,tablets,oral,27.5,0.06,22,401.44,437.89,3,-1.2,,,-2.7,1.8,-0.83,0.02,-0.08,7,2,84.22,0,4.77
Nadolol,3,160,mg,tablets,oral,30.4,0.02,73,309.41,309.41,3.29,-1.01,0.81,0.93,-2.12,0.3,-0.32,0.005,0.38,5,4,91.35,0,3.39
Nafcillin Sodium,3,36,mg/mL,solution,injection (i.v.),,,27,414.48,414.48,,,,,-4.38,,-3.46,,3.53,5,2,102.23,0,4.05
Naratriptan,3,3,mg,tablets,oral,35,0.0003,50,335.47,335.47,5.13,-0.98,,,-3.46,0.09,-0.72,0.0002,1.7,3,2,67.24,0,4.99
Neomycin B Sulfate,3,500,mg,tablets,oral,6.3,0.3,40,614.66,712.72,3.09,-2.05,,,-0.98,0.03,4.21,0.0000002,-6.47,19,13,378.5,3,1.62
Neostigmine,3,15,mg,tablets,oral,100,0.0006,67,223.3,223.3,4.17,-0.35,,,-3.57,1,-0.51,0.0009,-2.81,1,0,28.55,0,7.82
Netilmicin,3,100,mg/mL,solution,injection (i.v.),,,85,475.59,475.59,,,,,-1.71,,2.52,,-2.4,12,8,215.91,2,2.2
Nizatidine,3,300,mg,capsules,oral,21.65,0.06,61,331.46,331.46,3.04,-1.18,-0.2,1,-3.94,32,-2.55,1.3,-0.16,6,2,85.02,0,3.9
Nystatin,3,200,mg,capsules,oral,4,0.2,,926.12,926.12,3.97,-2.36,,,-4.03,4.6,-6.39,1050,-3.2,17,12,347.83,3,2.66
Ofloxacin,3,400,mg,tablets,oral,3.54,0.5,64,361.38,361.38,2.96,-2.01,-0.39,-0.4,-2.4,1.1,-0.57,0.02,-0.51,7,1,70.83,0,5.1
Olmesartan,3,,active metabolite,,,,,43,446.51,446.51,,,,,-4.62,,-2.31,,2.51,7,3,127.62,0,3.5
Olopatadine Hydrochloride,3,5,mg,tablets,ophthalmic,2,0.01,65,337.42,337.42,4.83,-2.23,,,-4.05,,-1.06,,1.09,4,1,51.11,0,6.6
Oseltamivir,3,,active metabolite,,,,,99,284.36,284.36,,,,,-2.66,,0.57,,-1.24,5,3,110.44,0,2.57
Oxacillin,3,167,mg/mL,solution,injection (i.v.),,,46,401.44,401.44,,,2.38,-1.24,-3.67,,-2.86,,2.05,5,2,116.46,0,3.45
Palonosetron Hydrochloride,3,0,mg/mL,solution,injection (i.v.),,,40,296.42,296.42,,,,,-2.81,,-2.72,,2.18,2,0,20.62,0,14.38
Pamidronate Disodium,3,15,mg/mL,solution,injection (i.v.),,,46,235.07,235.07,,,,-7.87,-1.15,,5.2,,-6.17,8,6,178.77,1,1.31
Pancuronium Bromide,3,2,mg/mL,solution,injection (i.v.),,,67,572.88,572.88,,,,,-8.34,,-4.27,,1.21,2,0,54.13,1,10.58
Pemetrexed Disodium,3,25,mg/mL,solution,injection (i.v.),90,,80,427.42,427.42,,-0.68,,,-3.97,,-2.23,,-1.17,9,6,198.63,1,2.15
Penicillamine,3,250,mg,capsules,oral,,,45,149.21,149.21,2.78,,-1.78,-3.94,-1.5,0.2,2.6,0.00002,-1.73,3,3,68.8,0,2.17
Penicillin G; Benzylpenicillin,3,39,mg/mL (units/mL),solution,injection (i.v.),,,,334.4,334.4,,,1.83,-1.81,-3.09,,-2.21,,1.75,4,2,93.12,0,3.59
Pentostatin,3,2,mg/mL,solution,injection (i.v.),30,,80,268.27,268.27,,-0.95,-2.09,-4.65,-1.4,,-1.17,,-1.96,7,4,111.17,0,2.41
Phenylethylmalonamide,3,250,mg,tablets,oral,,,79,206.25,206.25,2.92,,0.13,0.13,-2.47,1.4,-1.61,0.2,0.01,2,2,92.49,0,2.23
Phenylpropanolamine,3,75,mg,tablets,oral,,,65,151.21,151.21,3.3,,0.83,-2.27,-0.94,0.02,0.99,0.0002,0.58,2,2,50.53,0,2.99
Pindolol,3,10,mg,tablets,oral,7.9,0.005,54,248.33,248.33,4.4,-1.5,1.75,0.39,-2.46,0.05,-1.4,0.004,1.67,3,3,60.21,0,4.12
Pipecuronium Bromide,3,1,mg/mL,solution,injection (i.v.),,,39,602.91,602.91,,,,,-6.86,,-3.57,,0.63,4,0,56.48,1,10.67
Piperacillin,3,200,mg/mL,solution,injection (i.v.),714.3,,71,517.56,517.56,,0.14,0.5,-3.3,-3.64,,-3.44,,1.7,7,3,164.86,1,3.14
Piperazine,3,500,mg,tablets,oral,260,0.008,50,86.14,86.14,2.24,0.48,-1.5,,0.59,0.006,3.1,0.00002,-1.48,2,2,29.15,0,2.95
Piracetam,3,800,mg,tablets,oral,,,70,142.16,142.16,2.25,,-1.54,-1.55,0.51,0.007,-0.45,0.06,-1.18,2,1,65.69,0,2.16
Pirenzepine,3,50,mg,tablets,oral,50,0.004,43,351.41,351.41,3.85,-0.85,0.1,-0.39,-2.71,0.3,-3.12,0.8,-0.35,5,1,63.98,0,5.49
Plerixafor,3,20,mg/mL,solution,injection (s.c.),10,,70,502.8,502.8,,-1.7,,,-4.03,,4.68,,-0.25,8,6,89.79,2,5.6
Potassium Chloride,3,1500,mg,tablets,oral,333.3,0.02,85,74.56,74.56,1.7,0.65,,,,,-1.07,1,-2.14,0,0,0,0,
Pramipexole,3,2,mg,tablets,oral,0.2,0.03,90,211.33,211.33,5.15,-3.02,,,-3.18,0.04,0.66,0.000006,1.17,3,2,52.49,0,4.03
Pravastatin,3,80,mg,tablets,oral,300,0.001,20,424.54,424.54,3.72,-0.15,2.18,-0.23,-3.24,1.3,-3.75,4.3,2.05,6,4,135.57,0,3.13
Pregabalin,3,300,mg,tablets,oral,33,0.04,90,159.23,159.23,2.72,-0.68,,-1.35,-1.15,0.1,2.11,0.00006,-0.92,3,2,68.8,0,2.31
Procainamide,3,1000,mg,tablets,oral,4,1,67,235.33,235.33,2.37,-1.77,0.88,-1.15,-1.88,1.3,-0.52,0.06,1.42,3,2,61.69,0,3.81
Pseudoephedrine,3,120,mg,tablets,oral,,,43,165.24,165.24,3.14,,1.13,,-1.29,0.06,0.8,0.0005,0.89,2,2,37.13,0,4.45
Pyridostigmine,3,60,mg,tablets,oral,100,0.002,85,181.22,181.22,3.48,-0.26,,,-2.34,0.3,-0.13,0.002,-4.26,1,0,29.12,0,6.22
Pyrimethamine,3,25,mg,tablets,oral,0.121,0.8,65,248.72,248.72,4,-3.31,2.69,1.61,-3.12,0.5,-2.91,0.3,3,4,2,75.82,0,3.28
Quinaprilat,3,,active metabolite,,,,,96,410.47,410.47,,,,,-4.06,,-0.5,,1.95,6,3,115.68,0,3.55
Raltitrexed,3,1,mg/mL,solution,injection (i.v.),,,50,458.5,458.5,,,,,-4.41,,-0.32,,0.71,8,4,157.86,0,2.9
Ramiprilat,3,,active metabolite,,,,,13,388.47,388.47,,,,,-3.26,,-0.28,,1.75,6,3,115.68,0,3.36
Ranitidine,3,300,mg,tablets,oral,555,0.002,30,314.41,314.41,3.02,0.25,0.27,0.54,-3.59,15,-1.5,0.1,0.67,5,2,84.19,0,3.73
Regadenoson,3,0,mg/mL,solution,injection (i.v.),0.05,,65,390.36,390.36,,-3.89,,,-1.91,,-3,,-2.86,10,5,181.7,0,2.15
Risedronate,3,150,mg,tablets,oral,,,87,283.12,283.12,3.28,,,,-1.4,0.05,2.8,0.000003,-2.62,8,5,161.04,0,1.76
Ritodrine,3,10,mg,tablets,oral,,,10,287.36,287.36,4.46,,,,-3.2,0.2,-1.42,0.004,1.65,4,4,82.87,0,3.47
Rocuronium Bromide,3,10,mg/mL,solution,injection (i.v.),,,17,530.8,530.8,,,,,-6.93,,-3.53,,6.4,0,0,59.59,2,8.91
Rolitetracycline,3,250,mg,tablets,oral,1250,0.0008,55,527.58,527.58,3.32,0.37,,-3.21,-2.47,0.6,-0.82,0.01,0.47,10,6,184.85,2,2.85
Rosuvastatin Calcium,3,40,mg,tablets,oral,,,5,481.55,481.55,4.08,,,-0.89,-3.74,1.8,-3.71,1.7,1.9,8,3,144.83,0,3.32
Roxatidine,3,,active metabolite,,,,,57.5,306.4,306.4,,,,,-2.98,,-2.62,,2.35,4,1,65.68,0,4.67
Saxagliptin,3,5,mg,tablets,oral,17.6,0.001,24,315.42,315.42,4.8,-1.25,,,-2.14,0.009,-2.48,0.02,0.11,4,2,88.67,0,3.56
Sitafloxacin,3,50,mg,tablets,oral,,,75,409.82,409.82,3.91,,,,-3.26,0.9,-1.33,0.01,-1.25,6,2,120.37,0,3.4
Sitagliptin,3,100,mg,tablets,oral,,,78,407.32,407.32,3.61,,,,-4.08,12,-1.7,0.05,0.69,4,1,71.38,0,5.71
Sotalol,3,240,mg,tablets,oral,137,0.007,85,272.37,272.37,3.05,-0.3,0.24,-0.79,-2.56,1.3,0.11,0.003,0.23,4,3,88.93,0,3.06
Spectinomycin,3,625,mg/mL,solution,injection (i.m.),7.5,,70,332.36,332.36,,-1.65,,,-0.32,,1.31,,-2.88,9,5,141.47,0,2.35
